,As,Cs,Gs,Ns,Ts,coverage,majorbases,position
3542,33,21,7866,0,44,7964,7866,3542
3543,131,7746,23,0,59,7959,7746,3543
3544,51,28,49,0,7839,7967,7839,3544
3545,111,7746,64,0,42,7965,7746,3545
3546,7787,56,85,0,35,7966,7787,3546
3547,80,14,7852,0,21,7973,7852,3547
3548,62,14,7840,0,52,7968,7840,3548
3549,7763,77,57,0,64,7962,7763,3549
3550,118,7648,128,0,74,7976,7648,3550
3551,173,7657,59,0,82,7972,7657,3551
3552,126,7746,76,0,24,7972,7746,3552
3553,10,33,7918,0,17,7978,7918,3553
3554,7538,208,44,0,171,7962,7538,3554
3555,49,23,7875,0,29,7977,7875,3555
3556,62,26,66,0,7786,7952,7786,3556
3557,7649,252,34,0,21,7967,7649,3557
3558,40,14,7912,0,17,7983,7912,3558
3559,37,40,7857,0,41,7975,7857,3559
3560,7785,64,81,0,23,7966,7785,3560
3561,7713,60,58,0,126,7971,7713,3561
3562,193,7595,137,0,18,7972,7595,3562
3563,72,18,7869,0,6,7980,7869,3563
3564,7519,131,230,0,72,7955,7519,3564
3565,7710,86,141,0,34,7971,7710,3565
3566,7652,83,79,0,139,7953,7652,3566
3567,138,7422,326,0,61,7948,7422,3567
3568,7629,92,193,0,37,7962,7629,3568
3569,32,88,205,0,7621,7956,7621,3569
3570,42,50,7828,0,32,7953,7828,3570
3571,183,7256,261,0,230,7931,7256,3571
3572,7747,96,81,0,31,7960,7747,3572
3573,7597,124,203,0,21,7946,7597,3573
3574,166,27,306,0,7432,7933,7432,3574
3575,7630,137,91,0,106,7965,7630,3575
3576,100,7584,216,0,51,7961,7584,3576
3577,93,56,281,0,7519,7956,7519,3577
3578,7467,114,100,0,260,7960,7467,3578
3579,173,7530,207,0,33,7948,7530,3579
3580,49,13,191,0,7699,7954,7699,3580
3581,7617,154,80,0,118,7970,7617,3581
3582,30,12,7914,0,15,7971,7914,3582
3583,92,38,191,0,7629,7956,7629,3583
3584,107,61,90,0,7708,7967,7708,3584
3585,65,30,7834,0,32,7962,7834,3585
3586,149,7586,115,0,96,7947,7586,3586
3587,7777,104,46,0,24,7951,7777,3587
3588,31,15,7890,0,18,7954,7890,3588
3589,119,42,55,0,7733,7952,7733,3589
3590,42,40,103,0,7754,7939,7754,3590
3591,24,28,16,0,7893,7961,7893,3591
3592,116,7801,28,0,21,7966,7801,3592
3593,17,13,64,0,7860,7954,7860,3593
3594,43,10,56,0,7857,7966,7857,3594
3595,24,16,24,0,7900,7964,7900,3595
3596,46,25,36,0,7863,7970,7863,3596
3597,39,25,7876,0,32,7972,7876,3597
3598,94,28,69,0,7761,7952,7761,3598
3599,35,16,7885,0,21,7958,7885,3599
3600,7840,51,18,0,35,7946,7840,3600
3601,93,7768,71,0,12,7947,7768,3601
3602,7830,82,29,0,7,7950,7830,3602
3603,23,6,37,0,7886,7973,7886,3603
3604,57,48,20,0,7820,7964,7820,3604
3605,29,12,7883,0,39,7964,7883,3605
3606,7817,86,23,0,22,7952,7817,3606
3607,30,8,60,0,7868,7970,7868,3607
3608,190,7721,22,0,17,7954,7721,3608
3609,7740,62,85,0,48,7954,7740,3609
3610,141,7588,155,0,63,7969,7588,3610
3611,7785,93,21,0,49,7982,7785,3611
3612,25,140,7725,0,42,7960,7725,3612
3613,51,35,7838,0,35,7959,7838,3613
3614,63,17,7840,0,24,7944,7840,3614
3615,7822,96,19,0,25,7963,7822,3615
3616,7776,107,29,0,52,7964,7776,3616
3617,105,7517,311,0,12,7945,7517,3617
3618,7833,42,51,0,11,7937,7833,3618
3619,44,231,85,0,7564,7924,7564,3619
3620,27,27,7874,0,29,7957,7874,3620
3621,31,14,9,0,7899,7953,7899,3621
3622,121,7792,20,0,14,7947,7792,3622
3623,119,7499,304,0,20,7942,7499,3623
3624,29,11,14,0,7912,7969,7912,3624
3625,28,10,265,0,7650,7957,7650,3625
3626,17,9,26,0,7899,7954,7899,3626
3627,7847,72,19,0,18,7962,7847,3627
3628,37,13,7870,0,22,7954,7870,3628
3629,7577,141,119,0,45,7942,7577,3629
3630,33,12,7820,0,19,7947,7820,3630
3631,7697,111,4,0,70,7946,7697,3631
3632,149,7586,68,0,67,7953,7586,3632
3633,179,7607,58,0,24,7949,7607,3633
3634,47,14,41,0,7780,7951,7780,3634
3635,24,125,7781,0,10,7955,7781,3635
3636,41,9,7800,0,63,7921,7800,3636
3637,111,8,7791,0,28,7945,7791,3637
3638,7687,150,20,0,77,7938,7687,3638
3639,7779,119,34,0,37,7969,7779,3639
3640,30,22,7889,0,12,7953,7889,3640
3641,7741,142,34,0,40,7957,7741,3641
3642,15,13,7892,0,27,7948,7892,3642
3643,137,222,42,0,7548,7950,7548,3643
3644,14,22,7907,0,19,7962,7907,3644
3645,7501,127,20,0,290,7951,7501,3645
3646,151,129,40,0,7611,7932,7611,3646
3647,57,78,7804,0,7,7951,7804,3647
3648,128,12,7679,0,132,7951,7679,3648
3649,171,24,183,0,7576,7957,7576,3649
3650,82,137,32,0,7708,7959,7708,3650
3651,7671,125,46,0,101,7943,7671,3651
3652,66,112,203,0,7577,7964,7577,3652
3653,86,63,7777,0,9,7944,7777,3653
3654,187,14,7678,0,63,7944,7678,3654
3655,344,108,85,0,7420,7962,7420,3655
3656,156,82,7698,0,36,7978,7698,3656
3657,339,25,7549,0,52,7965,7549,3657
3658,80,32,7636,0,176,7925,7636,3658
3659,407,7435,49,0,42,7935,7435,3659
3660,80,25,7799,0,35,7941,7799,3660
3661,209,7471,149,0,76,7918,7471,3661
3662,133,79,244,0,7483,7944,7483,3662
3663,7474,201,48,0,222,7947,7474,3663
3664,133,7441,338,0,30,7949,7441,3664
3665,110,27,210,0,7598,7968,7598,3665
3666,7619,88,166,0,87,7962,7619,3666
3667,110,75,179,0,7608,7972,7608,3667
3668,110,63,7696,0,95,7974,7696,3668
3669,7601,88,80,0,187,7966,7601,3669
3670,170,7593,190,0,21,7977,7593,3670
3671,146,44,7725,0,29,7946,7725,3671
3672,112,19,7707,0,96,7938,7707,3672
3673,7512,172,164,0,93,7949,7512,3673
3674,420,69,85,0,7378,7966,7378,3674
3675,78,59,7795,0,42,7977,7795,3675
3676,7542,106,213,0,92,7954,7542,3676
3677,317,7354,192,0,106,7971,7354,3677
3678,7406,170,341,0,51,7968,7406,3678
3679,84,13,251,0,7629,7977,7629,3679
3680,7549,331,43,0,48,7972,7549,3680
3681,71,52,7819,0,31,7974,7819,3681
3682,169,31,7698,0,52,7950,7698,3682
3683,191,72,161,0,7525,7962,7525,3683
3684,7597,210,119,0,47,7974,7597,3684
3685,174,27,266,0,7504,7977,7504,3685
3686,81,135,7696,0,55,7968,7696,3686
3687,98,22,7815,0,25,7960,7815,3687
3688,74,20,7788,0,82,7964,7788,3688
3689,406,7357,65,0,108,7937,7357,3689
3690,104,21,7808,0,28,7961,7808,3690
3691,180,37,123,0,7601,7941,7601,3691
3692,56,36,7816,0,46,7957,7816,3692
3693,7651,107,79,0,85,7933,7651,3693
3694,181,7462,249,0,64,7958,7462,3694
3695,171,30,90,0,7661,7952,7661,3695
3696,40,13,133,0,7778,7965,7778,3696
3697,7679,201,38,0,34,7953,7679,3697
3698,33,11,97,0,7818,7959,7818,3698
3699,113,7755,73,0,17,7958,7755,3699
3700,25,11,83,0,7844,7963,7844,3700
3701,50,104,60,0,7758,7972,7758,3701
3702,7,17,7890,0,51,7967,7890,3702
3703,133,7668,103,0,46,7954,7668,3703
3704,99,7712,56,0,59,7926,7712,3704
3705,78,7776,86,0,12,7952,7776,3705
3706,18,18,51,0,7869,7957,7869,3706
3707,7774,106,30,0,48,7959,7774,3707
3708,114,7800,44,0,25,7983,7800,3708
3709,21,18,40,0,7913,7993,7913,3709
3710,7808,114,19,0,21,7963,7808,3710
3711,61,36,7863,0,34,7994,7863,3711
3712,137,7773,15,0,21,7946,7773,3712
3713,7808,123,22,0,7,7960,7808,3713
3714,41,24,7874,0,28,7967,7874,3714
3715,130,7791,29,0,19,7972,7791,3715
3716,116,7784,46,0,11,7959,7784,3716
3717,24,12,25,0,7899,7963,7899,3717
3718,20,13,26,0,7904,7963,7904,3718
3719,77,7821,29,0,33,7960,7821,3719
3720,7821,115,22,0,11,7972,7821,3720
3721,7830,88,30,0,23,7972,7830,3721
3722,7827,121,15,0,7,7971,7827,3722
3723,60,24,7874,0,24,7982,7874,3723
3724,90,39,43,0,7794,7967,7794,3724
3725,104,7849,20,0,17,7991,7849,3725
3726,7859,83,22,0,7,7971,7859,3726
3727,53,19,7881,0,19,7972,7881,3727
3728,7825,101,16,0,18,7962,7825,3728
3729,124,7758,68,0,23,7980,7758,3729
3730,120,7760,68,0,11,7962,7760,3730
3731,7810,117,33,0,16,7978,7810,3731
3732,7793,97,39,0,30,7959,7793,3732
3733,107,7807,42,0,8,7965,7807,3733
3734,31,18,50,0,7875,7976,7875,3734
3735,13,42,24,0,7890,7970,7890,3735
3736,15,12,63,0,7862,7952,7862,3736
3737,18,11,14,0,7923,7966,7923,3737
3738,29,22,7809,0,107,7968,7809,3738
3739,106,7746,27,0,65,7958,7746,3739
3740,7754,158,26,0,22,7961,7754,3740
3741,40,19,7879,0,28,7967,7879,3741
3742,169,7719,37,0,15,7952,7719,3742
3743,49,44,50,0,7816,7963,7816,3743
3744,43,32,7839,0,36,7952,7839,3744
3745,58,21,7845,0,22,7946,7845,3745
3746,7651,180,43,0,70,7945,7651,3746
3747,230,7546,142,0,34,7957,7546,3747
3748,173,35,160,0,7581,7954,7581,3748
3749,7606,169,97,0,115,7988,7606,3749
3750,185,7532,221,0,18,7964,7532,3750
3751,28,49,44,0,7846,7969,7846,3751
3752,87,7676,185,0,16,7966,7676,3752
3753,35,18,183,0,7728,7969,7728,3753
3754,155,40,80,0,7707,7984,7707,3754
3755,84,27,7815,0,43,7971,7815,3755
3756,7586,185,155,0,52,7978,7586,3756
3757,56,24,7846,0,28,7954,7846,3757
3758,7718,160,19,0,52,7955,7718,3758
3759,7653,131,180,0,18,7983,7653,3759
3760,7683,183,34,0,64,7964,7683,3760
3761,85,23,7810,0,37,7955,7810,3761
3762,167,66,70,0,7655,7964,7655,3762
3763,158,74,78,0,7637,7955,7637,3763
3764,66,22,7773,0,88,7957,7773,3764
3765,7672,96,28,0,112,7918,7672,3765
3766,156,7510,144,0,137,7952,7510,3766
3767,385,7377,125,0,17,7907,7377,3767
3768,51,21,99,0,7766,7940,7766,3768
3769,119,7655,139,0,46,7960,7655,3769
3770,128,7363,322,0,136,7953,7363,3770
3771,7545,162,192,0,44,7947,7545,3771
3772,7615,96,162,0,58,7936,7615,3772
3773,131,26,7780,0,10,7962,7780,3773
3774,76,33,7798,0,26,7937,7798,3774
3775,7617,136,102,0,78,7938,7617,3775
3776,7610,182,128,0,40,7960,7610,3776
3777,108,55,159,0,7609,7934,7609,3777
3778,123,81,103,0,7647,7954,7647,3778
3779,47,56,7827,0,32,7962,7827,3779
3780,7626,109,121,0,106,7966,7626,3780
3781,153,20,84,0,7676,7953,7676,3781
3782,50,37,7794,0,64,7945,7794,3782
3783,7661,116,66,0,107,7950,7661,3783
3784,189,42,110,0,7614,7967,7614,3784
3785,76,60,7781,0,36,7953,7781,3785
3786,7671,128,78,0,63,7941,7671,3786
3787,282,7489,130,0,24,7929,7489,3787
3788,100,66,257,0,7467,7926,7467,3788
3789,7672,121,56,0,75,7957,7672,3789
3790,162,7456,277,0,67,7965,7456,3790
3791,116,7636,110,0,112,7974,7636,3791
3792,7543,115,304,0,17,7979,7543,3792
3793,44,9,58,0,7857,7968,7857,3793
3794,7734,161,64,0,19,7978,7734,3794
3795,71,27,7844,0,25,7967,7844,3795
3796,91,15,7821,0,40,7968,7821,3796
3797,7724,98,102,0,47,7974,7724,3797
3798,7824,107,28,0,16,7975,7824,3798
3799,109,19,178,0,7648,7954,7648,3799
3800,216,7698,27,0,34,7975,7698,3800
3801,24,14,7900,0,15,7953,7900,3801
3802,84,36,63,0,7770,7959,7770,3802
3803,7751,58,135,0,15,7965,7751,3803
3804,143,7602,108,0,101,7956,7602,3804
3805,173,20,42,0,7726,7964,7726,3805
3806,131,7643,143,0,39,7958,7643,3806
3807,212,7658,77,0,19,7967,7658,3807
3808,40,32,30,0,7864,7968,7864,3808
3809,101,7793,44,0,24,7963,7793,3809
3810,37,51,57,0,7798,7960,7798,3810
3811,94,7765,62,0,32,7961,7765,3811
3812,98,7654,184,0,25,7963,7654,3812
3813,180,7657,97,0,27,7962,7657,3813
3814,7773,105,35,0,51,7965,7773,3814
3815,67,24,7839,0,13,7944,7839,3815
3816,7747,142,69,0,13,7971,7747,3816
3817,64,32,7794,0,63,7954,7794,3817
3818,124,7721,58,0,21,7934,7721,3818
3819,7610,123,189,0,16,7944,7610,3819
3820,113,7513,78,0,176,7931,7513,3820
3821,129,7794,40,0,16,7980,7794,3821
3822,7659,78,209,0,5,7954,7659,3822
3823,55,17,207,0,7682,7962,7682,3823
3824,7754,73,86,0,25,7953,7754,3824
3825,186,7505,100,0,167,7969,7505,3825
3826,178,7623,112,0,44,7958,7623,3826
3827,7691,74,191,0,8,7967,7691,3827
3828,113,32,7783,0,28,7964,7783,3828
3829,7643,179,101,0,14,7937,7643,3829
3830,174,34,7715,0,39,7962,7715,3830
3831,7669,127,31,0,98,7926,7669,3831
3832,216,7209,196,0,238,7935,7209,3832
3833,150,7477,280,0,26,7937,7477,3833
3834,7448,209,182,0,60,7944,7448,3834
3835,88,29,432,0,7382,7934,7382,3835
3836,56,54,39,0,7800,7951,7800,3836
3837,127,7631,151,0,25,7937,7631,3837
3838,58,20,405,0,7454,7946,7454,3838
3839,137,33,68,0,7711,7949,7711,3839
3840,29,21,7859,0,41,7952,7859,3840
3841,7504,80,37,0,310,7931,7504,3841
3842,7683,64,90,0,98,7935,7683,3842
3843,173,7409,314,0,28,7937,7409,3843
3844,132,31,332,0,7420,7923,7420,3844
3845,39,64,7788,0,28,7952,7788,3845
3846,7663,93,64,0,91,7943,7663,3846
3847,314,7486,110,0,27,7947,7486,3847
3848,449,47,155,0,7276,7930,7276,3848
3849,30,13,7882,0,17,7945,7882,3849
3850,7701,151,48,0,43,7944,7701,3850
3851,193,37,74,0,7546,7952,7546,3851
3852,31,67,7765,0,65,7948,7765,3852
3853,195,7523,104,0,117,7939,7523,3853
3854,73,25,7833,0,18,7949,7833,3854
3855,192,65,154,0,7494,7977,7494,3855
3856,139,50,104,0,7659,7954,7659,3856
3857,7555,276,96,0,30,7958,7555,3857
3858,109,35,7734,0,83,7962,7734,3858
3859,109,7531,31,0,264,7938,7531,3859
3860,72,7483,350,0,38,7946,7483,3860
3861,63,61,65,0,7767,7957,7767,3861
3862,247,147,19,0,7553,7966,7553,3862
3863,45,56,7791,0,79,7983,7791,3863
3864,68,55,7728,0,99,7951,7728,3864
3865,57,33,7728,0,103,7924,7728,3865
3866,268,7411,175,0,48,7927,7411,3866
3867,7815,64,33,0,56,7973,7815,3867
3868,323,57,49,0,7530,7965,7530,3868
3869,20,28,7914,0,17,7979,7914,3869
3870,7748,107,56,0,61,7972,7748,3870
3871,69,26,281,0,7592,7970,7592,3871
3872,59,190,7613,0,92,7958,7613,3872
3873,54,17,7867,0,27,7965,7867,3873
3874,78,29,19,0,7829,7955,7829,3874
3875,115,7761,32,0,53,7964,7761,3875
3876,78,7607,241,0,25,7955,7607,3876
3877,50,16,45,0,7842,7957,7842,3877
3878,11,46,99,0,7808,7965,7808,3878
3879,7778,90,32,0,59,7964,7778,3879
3880,7772,128,40,0,30,7974,7772,3880
3881,7735,147,74,0,17,7973,7735,3881
3882,7779,110,46,0,23,7958,7779,3882
3883,29,19,115,0,7801,7967,7801,3883
3884,111,46,7787,0,15,7960,7787,3884
3885,47,13,7884,0,33,7977,7884,3885
3886,147,84,54,0,7685,7970,7685,3886
3887,37,39,7843,0,51,7974,7843,3887
3888,7716,116,55,0,46,7942,7716,3888
3889,29,7,7912,0,14,7968,7912,3889
3890,7773,77,47,0,19,7950,7773,3890
3891,7760,74,38,0,72,7968,7760,3891
3892,7741,97,83,0,11,7954,7741,3892
3893,7679,99,103,0,74,7955,7679,3893
3894,7738,110,41,0,56,7945,7738,3894
3895,41,54,130,0,7730,7955,7730,3895
3896,41,59,7814,0,16,7930,7814,3896
3897,25,12,7903,0,37,7977,7903,3897
3898,7742,101,39,0,60,7952,7742,3898
3899,7774,120,30,0,30,7960,7774,3899
3900,7610,112,218,0,40,7980,7610,3900
3901,7815,109,28,0,35,7987,7815,3901
3902,31,18,7908,0,20,7979,7908,3902
3903,138,235,57,0,7504,7936,7504,3903
3904,7652,63,231,0,9,7956,7652,3904
3905,18,16,25,0,7871,7939,7871,3905
3906,123,7818,21,0,10,7973,7818,3906
3907,7640,59,186,0,78,7967,7640,3907
3908,7653,115,83,0,96,7949,7653,3908
3909,17,18,109,0,7831,7975,7831,3909
3910,131,91,23,0,7734,7979,7734,3910
3911,54,22,7865,0,23,7964,7865,3911
3912,51,22,7871,0,23,7968,7871,3912
3913,172,7544,163,0,39,7921,7544,3913
3914,7821,62,41,0,18,7945,7821,3914
3915,78,22,7846,0,21,7968,7846,3915
3916,217,75,79,0,7592,7963,7592,3916
3917,22,28,7897,0,25,7972,7897,3917
3918,7664,120,23,0,152,7959,7664,3918
3919,218,7546,173,0,17,7961,7546,3919
3920,41,73,290,0,7534,7940,7534,3920
3921,7786,64,104,0,30,7985,7786,3921
3922,49,14,144,0,7754,7966,7754,3922
3923,97,7750,46,0,58,7951,7750,3923
3924,7666,67,155,0,80,7969,7666,3924
3925,99,66,104,0,7698,7972,7698,3925
3926,65,71,7816,0,26,7982,7816,3926
3927,91,14,7768,0,82,7962,7768,3927
3928,221,7489,170,0,54,7942,7489,3928
3929,152,81,140,0,7561,7955,7561,3929
3930,7783,71,105,0,15,7974,7783,3930
3931,37,15,129,0,7776,7959,7776,3931
3932,155,7746,49,0,17,7969,7746,3932
3933,73,13,204,0,7673,7966,7673,3933
3934,101,60,21,0,7774,7959,7774,3934
3935,28,13,7899,0,38,7980,7899,3935
3936,133,33,56,0,7755,7977,7755,3936
3937,115,18,7784,0,38,7957,7784,3937
3938,164,7629,122,0,41,7958,7629,3938
3939,109,11,7818,0,17,7955,7818,3939
3940,85,24,65,0,7788,7969,7788,3940
3941,155,7712,32,0,38,7960,7712,3941
3942,173,7477,255,0,58,7964,7477,3942
3943,164,7418,297,0,65,7944,7418,3943
3944,7688,69,190,0,12,7960,7688,3944
3945,7735,60,113,0,61,7969,7735,3945
3946,7563,112,250,0,56,7982,7563,3946
3947,157,52,91,0,7661,7963,7661,3947
3948,92,25,7814,0,29,7964,7814,3948
3949,163,7471,159,0,184,7985,7471,3949
3950,7748,125,71,0,21,7978,7748,3950
3951,82,14,7772,0,66,7969,7772,3951
3952,313,131,197,0,7282,7946,7282,3952
3953,25,39,7857,0,34,7962,7857,3953
3954,7619,113,143,0,54,7936,7619,3954
3955,198,38,183,0,7527,7951,7527,3955
3956,7601,232,55,0,56,7954,7601,3956
3957,28,16,443,0,7478,7969,7478,3957
3958,134,66,185,0,7568,7954,7568,3958
3959,7645,58,209,0,29,7942,7645,3959
3960,150,7503,163,0,70,7974,7503,3960
3961,7701,54,182,0,9,7954,7701,3961
3962,7504,85,221,0,139,7951,7504,3962
3963,7653,241,67,0,19,7980,7653,3963
3964,7515,96,235,0,120,7968,7515,3964
3965,210,7594,47,0,129,7990,7594,3965
3966,146,40,7680,0,79,7948,7680,3966
3967,161,7363,175,0,237,7947,7363,3967
3968,7606,160,155,0,41,7962,7606,3968
3969,53,25,261,0,7601,7946,7601,3969
3970,49,223,7666,0,40,7979,7666,3970
3971,52,19,7801,0,83,7955,7801,3971
3972,7555,116,241,0,20,7932,7555,3972
3973,7792,84,53,0,18,7947,7792,3973
3974,7809,109,33,0,12,7963,7809,3974
3975,52,22,7831,0,50,7955,7831,3975
3976,489,97,62,0,7298,7946,7298,3976
3977,40,20,7869,0,49,7978,7869,3977
3978,7400,325,35,0,193,7953,7400,3978
3979,45,10,7886,0,26,7968,7886,3979
3980,64,30,58,0,7796,7949,7796,3980
3981,204,111,30,0,7623,7968,7623,3981
3982,33,24,7855,0,41,7956,7855,3982
3983,170,7485,95,0,169,7938,7485,3983
3984,7519,212,83,0,119,7953,7519,3984
3985,263,7556,92,0,37,7965,7556,3985
3986,7594,133,115,0,55,7945,7594,3986
3987,7689,136,86,0,24,7936,7689,3987
3988,78,25,249,0,7586,7938,7586,3988
3989,7700,127,117,0,26,7971,7700,3989
3990,50,13,181,0,7709,7953,7709,3990
3991,81,93,35,0,7771,7980,7771,3991
3992,45,36,7854,0,46,7981,7854,3992
3993,42,10,7780,0,139,7971,7780,3993
3994,211,7629,78,0,41,7961,7629,3994
3995,7645,147,116,0,41,7955,7645,3995
3996,96,29,7823,0,24,7973,7823,3996
3997,182,58,123,0,7602,7970,7602,3997
3998,68,98,7747,0,56,7969,7747,3998
3999,49,13,7865,0,41,7968,7865,3999
4000,147,112,149,0,7542,7950,7542,4000
4001,54,102,7645,0,169,7970,7645,4001
4002,72,23,83,0,7766,7945,7766,4002
4003,267,7599,33,0,55,7960,7599,4003
4004,172,7663,102,0,15,7953,7663,4004
4005,70,24,7845,0,19,7958,7845,4005
4006,87,52,107,0,7701,7949,7701,4006
4007,91,49,66,0,7747,7953,7747,4007
4008,50,8,19,0,7873,7951,7873,4008
4009,180,7679,26,0,42,7946,7679,4009
4010,158,7693,83,0,18,7972,7693,4010
4011,121,7644,93,0,37,7952,7644,4011
4012,165,7626,83,0,31,7963,7626,4012
4013,7599,230,49,0,38,7974,7599,4013
4014,238,7591,84,0,25,7973,7591,4014
4015,144,56,43,0,7697,7972,7697,4015
4016,31,26,7850,0,47,7957,7850,4016
4017,188,42,87,0,7644,7965,7644,4017
4018,67,21,44,0,7817,7952,7817,4018
4019,136,7689,58,0,60,7944,7689,4019
4020,34,17,159,0,7743,7953,7743,4020
4021,27,11,154,0,7755,7954,7755,4021
4022,7816,80,22,0,42,7973,7816,4022
4023,7860,70,27,0,13,7970,7860,4023
4024,208,7588,146,0,17,7960,7588,4024
4025,7705,187,40,0,12,7945,7705,4025
4026,61,15,129,0,7760,7973,7760,4026
4027,164,7737,29,0,27,7962,7737,4027
4028,171,7505,250,0,33,7967,7505,4028
4029,72,55,162,0,7664,7962,7664,4029
4030,268,7595,50,0,34,7956,7595,4030
4031,7650,193,82,0,36,7973,7650,4031
4032,187,7428,258,0,64,7937,7428,4032
4033,7639,201,72,0,36,7948,7639,4033
4034,103,44,7689,0,107,7944,7689,4034
4035,163,7709,43,0,36,7967,7709,4035
4036,7476,203,234,0,24,7944,7476,4036
4037,63,23,7808,0,64,7965,7808,4037
4038,7765,112,54,0,34,7976,7765,4038
4039,7730,76,101,0,36,7945,7730,4039
4040,7782,107,30,0,33,7952,7782,4040
4041,158,63,7682,0,52,7955,7682,4041
4042,195,7622,71,0,36,7935,7622,4042
4043,78,35,7789,0,26,7929,7789,4043
4044,36,22,7782,0,106,7951,7782,4044
4045,7457,260,112,0,62,7908,7457,4045
4046,120,44,123,0,7625,7977,7625,4046
4047,92,180,52,0,7586,7933,7586,4047
4048,109,35,7708,0,69,7942,7708,4048
4049,48,25,7780,0,79,7933,7780,4049
4050,7717,111,62,0,50,7943,7717,4050
4051,295,56,165,0,7439,7957,7439,4051
4052,7581,226,77,0,61,7945,7581,4052
4053,172,7433,250,0,68,7937,7433,4053
4054,138,7581,207,0,17,7943,7581,4054
4055,7530,235,138,0,62,7966,7530,4055
4056,182,24,104,0,7655,7967,7655,4056
4057,41,38,162,0,7735,7976,7735,4057
4058,7727,138,58,0,43,7966,7727,4058
4059,149,52,7685,0,79,7965,7685,4059
4060,94,7656,133,0,54,7946,7656,4060
4061,7554,194,178,0,39,7969,7554,4061
4062,46,24,116,0,7766,7956,7766,4062
4063,63,47,33,0,7818,7961,7818,4063
4064,91,40,7456,0,389,7976,7456,4064
4065,7527,148,32,0,237,7946,7527,4065
4066,336,7511,58,0,20,7941,7511,4066
4067,52,60,7772,0,51,7935,7772,4067
4068,7642,172,100,0,46,7961,7642,4068
4069,100,35,110,0,7712,7959,7712,4069
4070,198,7725,22,0,32,7978,7725,4070
4071,7599,214,64,0,99,7976,7599,4071
4072,7695,206,36,0,29,7967,7695,4072
4073,109,42,7757,0,44,7964,7757,4073
4074,176,66,7704,0,32,7978,7704,4074
4075,106,32,7727,0,78,7943,7727,4075
4076,100,81,95,0,7674,7953,7674,4076
4077,114,7656,144,0,38,7954,7656,4077
4078,38,71,116,0,7722,7948,7722,4078
4079,177,7672,84,0,24,7958,7672,4079
4080,7694,121,104,0,33,7956,7694,4080
4081,7775,110,57,0,19,7961,7775,4081
4082,87,26,64,0,7786,7963,7786,4082
4083,127,7731,67,0,25,7950,7731,4083
4084,130,7670,112,0,47,7959,7670,4084
4085,7703,202,36,0,25,7968,7703,4085
4086,7778,79,65,0,48,7970,7778,4086
4087,199,7597,145,0,31,7972,7597,4087
4088,7785,77,50,0,28,7940,7785,4088
4089,63,31,7834,0,34,7962,7834,4089
4090,343,7477,88,0,42,7963,7477,4090
4091,58,47,86,0,7743,7949,7743,4091
4092,7576,260,59,0,60,7958,7576,4092
4093,66,36,270,0,7588,7962,7588,4093
4094,76,59,122,0,7700,7957,7700,4094
4095,61,145,100,0,7644,7950,7644,4095
4096,54,42,190,0,7658,7944,7658,4096
4097,29,35,39,0,7839,7942,7839,4097
4098,113,7625,187,0,40,7966,7625,4098
4099,41,13,130,0,7771,7955,7771,4099
4100,7820,54,71,0,22,7969,7820,4100
4101,7720,60,144,0,32,7959,7720,4101
4102,181,7550,216,0,20,7970,7550,4102
4103,7785,68,103,0,17,7976,7785,4103
4104,7693,67,111,0,63,7939,7693,4104
4105,193,7633,95,0,25,7955,7633,4105
4106,209,7592,82,0,53,7939,7592,4106
4107,112,7629,174,0,42,7962,7629,4107
4108,58,51,66,0,7785,7964,7785,4108
4109,29,36,170,0,7734,7973,7734,4109
4110,37,10,58,0,7864,7970,7864,4110
4111,159,7681,100,0,34,7977,7681,4111
4112,7723,88,95,0,54,7971,7723,4112
4113,7791,80,69,0,31,7971,7791,4113
4114,111,23,7783,0,30,7948,7783,4114
4115,7738,126,30,0,33,7928,7738,4115
4116,7601,67,156,0,132,7960,7601,4116
4117,160,7615,83,0,96,7959,7615,4117
4118,160,7541,193,0,47,7950,7541,4118
4119,7559,106,244,0,51,7966,7559,4119
4120,7655,91,96,0,109,7954,7655,4120
4121,175,7478,196,0,96,7950,7478,4121
4122,7641,169,75,0,83,7975,7641,4122
4123,7650,88,193,0,38,7973,7650,4123
4124,98,53,7783,0,34,7970,7783,4124
4125,7615,149,161,0,44,7973,7615,4125
4126,7654,106,186,0,33,7980,7654,4126
4127,7675,125,124,0,45,7970,7675,4127
4128,7722,129,67,0,49,7969,7722,4128
4129,297,63,7569,0,23,7966,7569,4129
4130,114,84,7704,0,51,7954,7704,4130
4131,7655,158,79,0,77,7971,7655,4131
4132,124,51,7565,0,222,7963,7565,4132
4133,161,7581,75,0,118,7952,7581,4133
4134,99,68,211,0,7509,7947,7509,4134
4135,123,102,7637,0,81,7944,7637,4135
4136,128,37,7602,0,201,7968,7602,4136
4137,193,7494,163,0,89,7941,7494,4137
4138,255,7249,267,0,115,7889,7249,4138
4139,7495,122,139,0,191,7950,7495,4139
4140,176,7485,257,0,43,7968,7485,4140
4141,74,32,181,0,7672,7971,7672,4141
4142,7737,73,116,0,42,7971,7737,4142
4143,7785,84,84,0,18,7971,7785,4143
4144,7668,102,176,0,21,7968,7668,4144
4145,333,31,46,0,7550,7968,7550,4145
4146,70,61,7786,0,45,7966,7786,4146
4147,7694,172,37,0,65,7969,7694,4147
4148,123,52,7740,0,26,7957,7740,4148
